irn,DarGlobalUniqueIdentifier,AdmDateInserted,AdmDateModified,DarImageURL,DarIndividualCount,DarBasisOfRecord,DarLatitude,DarLongitude,DarCountry,DarContinent,DarContinentOcean,DarWaterBody,DarCollectionCode,DarEarliestAge,DarEarliestEon,DarEarliestEpoch,DarEarliestEra,DarEarliestPeriod,AttPeriod_tab,DesEthnicGroupSubgroup_tab,DesMaterials_tab,DarOrder,DarScientificName,ClaRank,ComName_tab,DarRelatedInformation,CatProject_tab,DarYearCollected,DarMonthCollected,EcbNameOfObject,CatLegalStatus,DarCatalogNumber,DarCollector,RecordType,TaxIDRank
211547,b7f5924f-5c45-437d-a5c7-0e70be7452c7,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/278/862/19164.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doliocarpus castaneifolius Mart.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. F. P. Martius,Catalog,Species
211548,ef21bcf0-26e4-471a-a52d-a57f7f991a57,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/35/291/9290.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Abutilon rufivellum Schum.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. F. M. Glaziou,Catalog,Species
211549,61bad5ff-1859-4bef-985b-d22ecda77c90,2004-11-14,2015-03-06,,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Alstroemeria lineatiflora Ruíz & Pav.,Species,,Negatives/Types,Negatives/Types,1778,NA,,NA,NA,H. Ruíz L. & J. A. Pavón,Catalog,Species
211550,dfdce8a6-25f7-4da3-afa7-5f4eaae032f5,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/430/439/23901.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doliocarpus densiflorus Eichler,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,R. Spruce,Catalog,Species
211551,35a39e8c-b1bf-49a2-a39d-9a8e6dc27911,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/278/863/19165.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doliocarpus dentosus Mart.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,NA,Catalog,Species
211552,fbaf6eb4-6c74-42ca-a368-fb631baafc2a,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/278/864/19166.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doliocarpus dentosus var. piauhiensis Eichler,Variety,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. F. P. Martius,Catalog,Species
211553,d46d23a8-882f-4e29-a8d8-688002d3e619,2004-11-14,2015-03-06,,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doliocarpus glomeratus Eichler,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,H. W. Schott,Catalog,Species
211554,ab0271c8-cf7e-4f34-aebd-123b2aa7bc73,2004-11-14,2015-03-06,,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doliocarpus grandiflorus var. pubens Eichler,Variety,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,H. W. Schott,Catalog,Species
211555,c407b908-77da-40b8-9ab9-f4c3bd318dae,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/278/273/19167.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doliocarpus macrocarpus Mart. ex Eichler,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. F. P. Martius,Catalog,Species
211556,1840db2c-2f02-4e9e-a980-d6abe5003641,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/430/440/23902.jpg,,Specimen,3.8811,-72.8667,COLOMBIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doliocarpus nitidus (Triana) Triana & Planch.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,J. J. Triana,Catalog,Species
211557,e48cd592-b591-4c97-8661-95121c1b3f3b,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/34/544/5748.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doliocarpus platystigma Pilg.,Species,,Berlin Negatives,Berlin Negatives,1899,7,,NA,NA,R. K. F. Pilger,Catalog,Species
211558,5cf136fa-b3ee-4d6b-a81d-6bcf9efd908f,2004-11-14,2016-04-29,http://fm-digital-assets.fieldmuseum.org/1414/059/32187.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doliocarpus schottianus Eichler,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,H. W. Schott,Catalog,Species
211559,3443c6f9-6d94-49bd-80c1-ccb9d00328c5,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/34/545/5749.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doliocarpus sellowianus Eichler,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. Sellow,Catalog,Species
211560,6edce7b3-fabf-4526-96f6-272648eb2cc3,2004-11-14,2016-01-07,http://fm-digital-assets.fieldmuseum.org/1257/343/31375.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Alstroemeria longistyla Schenck,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,J. B. E. Pohl,Catalog,Species
211561,e9c1a5cb-29bb-40bd-9b65-4f10ff61191a,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/278/865/19168.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doliocarpus sessiliflorus Mart.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. F. P. Martius,Catalog,Species
211562,27f52567-6b91-4123-b9d4-67e32c606f2e,2004-11-14,2016-04-29,http://fm-digital-assets.fieldmuseum.org/1414/060/32188.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doliocarpus undulatus Eichler,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,R. Spruce,Catalog,Species
211563,3f5b2088-e4e2-4b62-a65a-f4ce8385693b,2004-11-14,2015-12-07,http://fm-digital-assets.fieldmuseum.org/1246/735/34373.jpg,,Specimen,3.8558,-52.9708,FRENCH GUIANA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doliocarpus virgatus Sagot,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,M. Mélinon,Catalog,Species
211564,eef4a800-dbf9-4716-9e25-2ea43b96c90a,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/31/637/15860.jpg,,Specimen,-35.8156,-70.8906,CHILE,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doniophyton patagonicum Phil.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,R. A. Philippi,Catalog,Species
211565,646a4bd7-6ae6-46b7-995a-dddecaf6a37b,2004-11-14,2015-03-06,,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doronicum peruvianum Lam.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,A. de Jussieu,Catalog,Species
211566,7d0c60af-33c1-4691-8439-0faa18ab6b7d,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/278/274/18804.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dorstenia appendiculata Miq.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. F. P. Martius,Catalog,Species
211567,a92c8246-f6da-4f31-913b-f0660be116dc,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/27/831/11613.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dorstenia bahiensis Klotzsch ex Fisch. & C. A. Mey.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,B. Luschnath,Catalog,Species
211568,b2b44449-7232-41d3-9f3b-a7ed59c322c7,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/278/275/18805.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dorstenia bryoniaefolia Mart.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,NA,Catalog,Species
211569,1b322578-ac8e-44a0-ac7c-684a50085ffc,2004-11-14,2015-12-07,http://fm-digital-assets.fieldmuseum.org/1246/540/30924.jpg,,Specimen,10.0114,-83.9519,COSTA RICA,Central America,Central America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dorstenia cordata-acuminata Cufod.,Species,,Negatives/Types,Negatives/Types,1930,NA,,NA,NA,G. Cufodontis,Catalog,Species
211570,0640035c-42e8-427f-86fc-15fc07dd8839,2004-11-14,2015-03-06,,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dorstenia lagoensis Bureau,Species,,Negatives/Types,Negatives/Types,1863,12,,NA,NA,J. E. B. Warming,Catalog,Species
211571,df9c9fdd-a401-443a-b46f-fce989e62a55,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/26/469/10042.jpg,,Specimen,-35.8156,-70.8906,CHILE,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Alstroemeria nivalis Meyen,Species,,Berlin Negatives,Berlin Negatives,1831,NA,,NA,NA,F. J. F. Meyen,Catalog,Species
211572,5932f5a4-a929-4604-8ace-27ca268279a4,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/233/198/18806.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dorstenia martiana Miq.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. F. P. Martius,Catalog,Species
211573,10798cc9-614f-481d-995d-c3227b14a68e,2004-11-14,2017-03-24,http://fm-digital-assets.fieldmuseum.org/1541/943/25547.jpg,,Specimen,-16.7261,-64.435,BOLIVIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dorstenia montana Herzog,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,T. C. J. Herzog,Catalog,Species
211574,b5284df1-8d6a-4d3b-88c6-5ee667266bbf,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/278/276/18807.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dorstenia plumieraefolia Fisch.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,J. B. E. Pohl,Catalog,Species
211575,e79ecfb0-95bf-4f88-97fa-1c0793b4ad96,2004-11-14,2015-03-07,http://fm-digital-assets.fieldmuseum.org/27/832/11614.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dorstenia tubicina Ruíz & Pav.,Species,,Berlin Negatives,Berlin Negatives,1778,NA,,NA,NA,H. Ruíz L. & J. A. Pavón,Catalog,Species
211576,add2802f-81f7-4cb9-ad4f-09a5d2caa1e3,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/278/218/18808.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dorstenia turnerifolia Fisch. & C. A. Mey.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,J. B. E. Pohl,Catalog,Species
211577,0eef3566-3d07-452c-b90f-f465e6943cce,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/282/439/20214.jpg,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Doumetia ecuadorensis E. Fourn.,Species,,Negatives/Types,Negatives/Types,1858,9,,NA,NA,Wagner,Catalog,Species
211578,53c94f77-12d8-4e11-865a-cbf4b36016f7,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/959/13894.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba alchemilloides Gilg,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. Weberbauer,Catalog,Species
211579,6c6e00a5-23a4-4541-91b6-967aa5b5c711,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/960/13895.jpg,,Specimen,NA,NA,,CENTRAL AMERICA,CENTRAL AMERICA,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba alyssoides Humb. & Bonpl.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. W. H. A. von Humboldt,Catalog,Species
211580,a88a5248-4c06-4959-8066-1ab21c515313,2004-11-14,2015-03-06,,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba araboides Wedd.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. Gay,Catalog,Species
211581,d398e3a1-8378-4bb7-b218-4bbabbcc3507,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/961/13896.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba argentea O. E. Schulz,Species,,Berlin Negatives,Berlin Negatives,1904,3,,NA,NA,A. Weberbauer,Catalog,Species
211582,a27dcf5e-83dd-4415-85e5-62fc06aa880a,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/26/470/10043.jpg,,Specimen,-35.8156,-70.8906,CHILE,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Alstroemeria oreas Schauer,Species,,Berlin Negatives,Berlin Negatives,1831,NA,,NA,NA,F. J. F. Meyen,Catalog,Species
211583,f1708f7e-863b-48a1-8958-398921aee5c4,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/962/13897.jpg,,Specimen,7.0758,-65.9119,VENEZUELA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba cheiranthoides Hook. f.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,W. Purdie,Catalog,Species
211584,055d0603-ce03-49ef-8f01-cc8b31b976c2,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/963/13898.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba chlorantha O. E. Schulz,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. Weberbauer,Catalog,Species
211585,5fdd09c6-3965-42d6-9cc8-8007160ef4cf,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/964/13899.jpg,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba depressa Hook. f.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. Hall,Catalog,Species
211586,2fa67f4d-4b8c-42f8-8ebf-180d737f9296,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/965/13900.jpg,,Specimen,-16.7261,-64.435,BOLIVIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba discoidea Wedd.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,G. Mandon,Catalog,Species
211587,3799984c-9684-4b7a-9dba-c17dafce17e4,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/966/13901.jpg,,Specimen,3.8811,-72.8667,COLOMBIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba empetroides Gilg & O. E. Schulz,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,J. W. K. Moritz,Catalog,Species
211588,dadcb0bf-f091-4520-8f00-47229cd84a00,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/967/13902.jpg,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba extensa Wedd.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,W. Jameson,Catalog,Species
211589,3802773d-0162-486d-a4f7-c8f87f973dd0,2004-11-14,2015-03-06,,,Specimen,7.0758,-65.9119,VENEZUELA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba farsetioides Linden & Planch.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,J. J. Linden,Catalog,Species
211590,649019b2-aab1-4a4f-9f5e-42ef43756529,2004-11-14,2015-03-06,,,Specimen,7.0758,-65.9119,VENEZUELA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba funckiana Linden & Planch.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,N. Funck & L. J. Schlim,Catalog,Species
211591,2e06d212-9da3-4e49-a98c-2538c770b009,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/968/13903.jpg,,Specimen,-35.8156,-70.8906,CHILE,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba gilliesii Hook. & Arn.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,Gillies,Catalog,Species
211592,1e91989b-8a08-4cff-bba4-0444617e3ff6,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/969/13904.jpg,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba grandiflora Hook. & Arn.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,W. Jameson,Catalog,Species
211593,8d3f6006-6d8e-43f7-b1c5-7edf20ceded3,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/26/471/10044.jpg,,Specimen,-35.8156,-70.8906,CHILE,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Alstroemeria parvula Phil.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,R. A. Philippi,Catalog,Species
211594,c085920a-e34d-48c2-8271-d6d680aa62ce,2004-11-14,2015-03-06,,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba grandiflora var. spissa O. E. Schulz,Variety,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,Fraser,Catalog,Species
211595,6d17150f-75a6-48f8-b250-8406f09947f8,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/970/13905.jpg,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba hallii Hook. f.,Species,,Berlin Negatives,Berlin Negatives,1833,NA,,NA,NA,F. Hall,Catalog,Species
211596,ffa975d6-0710-4af8-a8a5-3184f0ca3b0c,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/971/13906.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba hemsleyana Gilg,Species,,Berlin Negatives,Berlin Negatives,1859,2,,NA,NA,R. Spruce,Catalog,Species
211597,356ecfa5-7a0e-44b4-982f-1bc8df69e949,2004-11-14,2015-03-06,,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba hookeri var. lasiocarpa O. E. Schulz,Variety,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,W. Jameson,Catalog,Species
211598,c2920618-b928-4da1-a3b3-f8a70b3e8cc9,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/943/13878.jpg,,Specimen,-35.8156,-70.8906,CHILE,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba imbricatifolia Barnéoud,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,C. Gay,Catalog,Species
211599,e7305fca-bccf-43ac-9913-0f60395f23a7,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/972/13907.jpg,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba jorullensis Kunth,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. W. H. A. von Humboldt,Catalog,Species
211600,e10c7a20-8ee1-40a6-95cd-e71ff7da91ce,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/973/13908.jpg,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba jorullensis var. tolucensis (Kunth) O. E. Schulz,Variety,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. W. H. A. von Humboldt,Catalog,Species
211601,f398e487-b507-4bac-a712-0196c06b96ef,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/974/13909.jpg,,Specimen,7.0758,-65.9119,VENEZUELA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba lindenii (Hook.) Planch. ex Sprague,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,J. W. K. Moritz,Catalog,Species
211602,0940cf3e-7a0b-496b-bc0c-98300410e728,2004-11-14,2015-03-06,,,Specimen,7.0758,-65.9119,VENEZUELA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba dendroides Linden & Planch.,Species,,Negatives/Types,Negatives/Types,1847,6,,NA,NA,N. Funck & L. J. Schlim,Catalog,Species
211603,bcbbdd65-22b7-4aaa-b116-089e81e32007,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/976/13911.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba macleanii Hook. f.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. Weberbauer,Catalog,Species
211604,d438479b-441f-434a-8dd4-f3123c1a7351,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/26/472/10045.jpg,,Specimen,-35.8156,-70.8906,CHILE,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Alstroemeria patagonica Phil.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,R. A. Philippi,Catalog,Species
211605,c43d2614-2c10-4982-bab4-d1c690cf9226,2004-11-14,2015-03-06,,,Specimen,-35.8156,-70.8906,CHILE,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba megellanica Lam.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,P. Commerson,Catalog,Species
211606,4f5b3e2c-8c2d-4932-9d04-703be4433d0c,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/977/13912.jpg,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba obovata Benth.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,K. T. Hartweg,Catalog,Species
211607,8185efd7-430e-4a44-acf0-b179e69839d7,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/978/13913.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba ochropetala O. E. Schulz,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. Weberbauer,Catalog,Species
211608,054dd7f6-7a52-4086-a3ca-eaec03b2b3db,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/979/13914.jpg,,Specimen,3.8811,-72.8667,COLOMBIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba pachythyrsa Triana & Planch.,Species,,Berlin Negatives,Berlin Negatives,1845,7,,NA,NA,Gaudot,Catalog,Species
211609,de70a49a-0fb7-4853-8f0c-ac02b065fd7c,2004-11-14,2015-03-06,,,Specimen,3.8811,-72.8667,COLOMBIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba pamplonensis Planch. & Triana,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,J. J. Linden,Catalog,Species
211610,6e1e3958-691a-412c-97e2-74cc6f6e34c4,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/980/13915.jpg,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba popocatepetlensis Hemsl.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,H. Christie,Catalog,Species
211611,76dcc752-a0b8-4a20-859d-4f2308d01b83,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/981/13916.jpg,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba pycnophylla Turcz.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,W. Jameson,Catalog,Species
211612,87525b89-d8b3-4f5f-8b26-834f5a0d198d,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/982/13917.jpg,,Specimen,3.8811,-72.8667,COLOMBIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba sanctae-martae O. E. Schulz,Species,,Berlin Negatives,Berlin Negatives,1928,3,,NA,NA,A. Schultze,Catalog,Species
211613,795e8b95-de30-4404-8139-d8674fa58561,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/983/13918.jpg,,Specimen,3.8811,-72.8667,COLOMBIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba schultzei O. E. Schulz,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,Schultze,Catalog,Species
211614,d37f77dd-37e3-4a50-8500-c4a5dd6970dd,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/29/984/13919.jpg,,Specimen,-16.7261,-64.435,BOLIVIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Draba scopulorum Wedd.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,G. Mandon,Catalog,Species
